Base Image,Generated Image,Similarity Raw,Similarity (%)
96_h5_data.png,96_h5_data.png,0.78,78.0
78_h5_data.png,Not found,0,0
97_h5_data.png,97_h5_data.png,0.8125,81.25
77_h5_data.png,Not found,0,0
95_h5_data.png,Not found,0,0
84_h5_data.png,84_h5_data.png,0.829,82.9
100_h5_data.png,Not found,0,0
99_h5_data.png,99_h5_data.png,0.6913,69.13
83_h5_data.png,Not found,0,0
87_h5_data.png,87_h5_data.png,0.9344,93.44
79_h5_data.png,Not found,0,0
76_h5_data.png,Not found,0,0
