Base Image,Generated Image,Similarity Raw,Similarity (%)
96_h5_data.png,Not found,0,0
78_h5_data.png,78_h5_data.png,0.8874,88.74
97_h5_data.png,Not found,0,0
77_h5_data.png,77_h5_data.png,0.7176,71.76
95_h5_data.png,95_h5_data.png,0.8801,88.01
84_h5_data.png,Not found,0,0
100_h5_data.png,Not found,0,0
99_h5_data.png,Not found,0,0
83_h5_data.png,Not found,0,0
87_h5_data.png,Not found,0,0
79_h5_data.png,79_h5_data.png,0.7028,70.28
76_h5_data.png,Not found,0,0
